id,name,alcoholic,category,glassType,instructions,drinkThumbnail,ingredients,ingredientMeasures,text
335,Scooter,alcoholic,ordinary drink,cocktail glass,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,"['brandy', 'amaretto', 'light cream']","['1 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Brandy Amaretto Light cream answer Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve."
336,Sangria,alcoholic,punch / party drink,pitcher,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,https://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg,"['red wine', 'sugar', 'orange juice', 'lemon juice', 'cloves', 'cinnamon']","['1 bottle ', '1/2 cup ', '1 cup ', '1 cup ', 'to taste', 'to taste']",question Generate a cocktail with Red wine Sugar Orange juice Lemon juice Cloves Cinnamon answer Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.
337,Stinger,alcoholic,ordinary drink,cocktail glass,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg,"['brandy', 'white creme de menthe']","['1 1/2 oz ', '1/2 oz ']","question Generate a cocktail with Brandy White Creme de Menthe answer Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass."
338,Sazerac,alcoholic,ordinary drink,old-fashioned glass,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",https://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg,"['ricard', 'sugar', 'peychaud bitters', 'water', 'bourbon', 'lemon peel']","['1 tsp ', '1/2 tsp superfine ', '2 dashes ', '1 tsp ', '2 oz ', '1 twist of ']","question Generate a cocktail with Ricard Sugar Peychaud bitters Water Bourbon Lemon peel answer Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish."
339,Sidecar,alcoholic,ordinary drink,cocktail glass,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,https://www.thecocktaildb.com/images/media/drink/x72sik1606854964.jpg,"['cognac', 'cointreau', 'lemon juice']","['2 oz ', '1/2 oz ', '1 oz ']",question Generate a cocktail with Cognac Cointreau Lemon juice answer Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.
340,Snowday,alcoholic,cocktail,collins glass,Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.,https://www.thecocktaildb.com/images/media/drink/4n1ipk1614009624.jpg,"['vodka', 'amaro montenegro', 'ruby port', 'blood orange', 'angostura bitters', 'orange peel']","['1 oz', '1 oz', '1 oz', '1 tsp', 'Dash', 'Garnish with']",question Generate a cocktail with Vodka Amaro Montenegro Ruby Port Blood Orange Angostura Bitters Orange Peel answer Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.
341,Spice 75,alcoholic,cocktail,wine glass,"Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.",https://www.thecocktaildb.com/images/media/drink/0108c41576797064.jpg,"['sugar', 'allspice', 'rum', 'lime juice', 'champagne', 'orange spiral']","['60 ml', '1 tblsp', '20 cl', '90 ml', '6 cl', 'Garnish with']","question Generate a cocktail with Sugar Allspice Rum Lime Juice Champagne Orange spiral answer Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist."
342,Snowball,alcoholic,ordinary drink,highball glass,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,https://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg,"['advocaat', 'lemonade', 'lemon', 'ice']","['1 1/2 oz ', '8-10 oz cold ', '1 slice ', 'cubes']",question Generate a cocktail with Advocaat Lemonade Lemon Ice answer Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.
343,Shot-gun,alcoholic,shot,shot glass,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,"['jim beam', 'jack daniels', 'wild turkey']","['1 part ', '1 part ', '1 oz ']",question Generate a cocktail with Jim Beam Jack Daniels Wild Turkey answer Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.
344,Salty Dog,alcoholic,ordinary drink,highball glass,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg,"['grapefruit juice', 'gin', 'salt']","['5 oz ', '1 1/2 oz ', '1/4 tsp ']","question Generate a cocktail with Grapefruit juice Gin Salt answer Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)"
345,Stone Sour,alcoholic,ordinary drink,whiskey sour glass,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,"['apricot brandy', 'orange juice', 'sweet and sour']","['1 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Apricot brandy Orange juice Sweet and sour answer Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve."
346,Sea breeze,alcoholic,ordinary drink,highball glass,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,"['vodka', 'cranberry juice', 'grapefruit juice']","['1 1/2 oz ', '4 oz ', '1 oz ']",question Generate a cocktail with Vodka Cranberry juice Grapefruit juice answer Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.
347,Scotch Sour,alcoholic,ordinary drink,whiskey sour glass,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,"['scotch', 'lime', 'powdered sugar', 'lemon', 'cherry']","['1 1/2 oz ', 'Juice of 1/2 ', '1/2 tsp ', '1/2 slice ', '1 ']","question Generate a cocktail with Scotch Lime Powdered sugar Lemon Cherry answer Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve."
348,Sweet Tooth,alcoholic,shake,highball glass,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,"['godiva liqueur', 'milk']","['2 shots ', 'to taste']","question Generate a cocktail with Godiva liqueur Milk answer Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like."
349,Screwdriver,alcoholic,ordinary drink,highball glass,Mix in a highball glass with ice. Garnish and serve.,https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,"['vodka', 'orange juice']","['2 oz ', 'to taste']",question Generate a cocktail with Vodka Orange juice answer Mix in a highball glass with ice. Garnish and serve.
350,Sherry Flip,alcoholic,ordinary drink,nick and nora glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,"['sherry', 'light cream', 'powdered sugar', 'egg', 'nutmeg']","['1 1/2 oz cream ', '2 tsp ', '1 tsp ', '1 whole ', 'to taste']",question Generate a cocktail with Sherry Light cream Powdered sugar Egg Nutmeg answer Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.
351,Sol Y Sombra,alcoholic,ordinary drink,brandy snifter,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,"['brandy', 'anisette']","['1 1/2 oz ', '1 1/2 oz ']","question Generate a cocktail with Brandy Anisette answer Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)"
352,Shark Attack,alcoholic,cocktail,pitcher,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,https://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,"['lemonade', 'water', 'vodka']","['1 can ', '3 cans ', '1 1/2 cup ']",question Generate a cocktail with Lemonade Water Vodka answer Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!
353,San Francisco,alcoholic,ordinary drink,highball glass,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",https://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,"['vodka', 'creme de banane', 'grenadine', 'orange juice']","['2 cl ', '2 cl ', 'to taste', 'to taste']","question Generate a cocktail with Vodka Creme de Banane Grenadine Orange juice answer Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry."
354,Space Odyssey,alcoholic,ordinary drink,highball glass,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,https://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg,"['151 proof rum', 'malibu rum', 'pineapple juice', 'orange juice', 'grenadine', 'cherries']","['1 shot Bacardi ', '1 shot ', '1 shot ', 'to taste', 'to taste', 'to taste']",question Generate a cocktail with 151 proof rum Malibu rum Pineapple juice Orange juice Grenadine Cherries answer Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.
355,Sherry Eggnog,alcoholic,ordinary drink,collins glass,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,"['sherry', 'powdered sugar', 'egg', 'milk', 'nutmeg']","['2 oz cream ', '1 tsp ', '1 whole ', 'to taste', 'to taste']","question Generate a cocktail with Sherry Powdered sugar Egg Milk Nutmeg answer Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve."
356,Sweet Bananas,non alcoholic,shake,highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,"['milk', 'banana', 'honey']","['2 cups ', '1 ', '1 tblsp ']","question Generate a cocktail with Milk Banana Honey answer Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
357,Sweet Sangria,alcoholic,punch / party drink,pitcher,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",https://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,"['red wine', 'sugar', 'water', 'apple', 'orange', 'lime', 'lemon', 'fresca']","['2 bottles ', '1 cup ', '2 cups hot ', '1 cup', ' wedges\n', ' wedges\n', 'to taste', 'to taste']","question Generate a cocktail with Red wine Sugar Water Apple Orange Lime Lemon Fresca answer Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw."
358,Thriller,alcoholic,ordinary drink,cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,"['scotch', 'wine', 'orange juice']","['1 1/2 oz ', '1 oz Green Ginger ', '1 oz ']","question Generate a cocktail with Scotch Wine Orange juice answer In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
359,The Galah,alcoholic,cocktail,collins glass,Mix together the alcoholic portions and top with Pineapple and Lime juice.,https://www.thecocktaildb.com/images/media/drink/sy7y6r1614775067.jpg,"['dark rum', 'campari', 'creme de banane', 'pineapple juice', 'lime juice']","['1 shot', '1 shot', '1/2 shot', 'Top', 'Top']",question Generate a cocktail with Dark Rum Campari Creme De Banane Pineapple Juice Lime Juice answer Mix together the alcoholic portions and top with Pineapple and Lime juice.
360,Tia-Maria,alcoholic,homemade liqueur,collins glass,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",https://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg,"['water', 'brown sugar', 'coffee', 'rum', 'vanilla extract']","['1 cup ', '3/4-1 cup ', '4 tsp ', '1 cup ', '4 tsp ']","question Generate a cocktail with Water Brown sugar Coffee Rum Vanilla extract answer Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using."
361,Tipperary,alcoholic,cocktail,nick and nora glass,"Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.",https://www.thecocktaildb.com/images/media/drink/b522ek1521761610.jpg,"['irish whiskey', 'sweet vermouth', 'green chartreuse']","['2 oz', '1 oz', '1/2 oz']","question Generate a cocktail with Irish Whiskey Sweet Vermouth Green Chartreuse answer Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist."
362,Turkeyball,alcoholic,shot,shot glass,Shake with ice and strain into a shot glass.,https://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg,"['wild turkey', 'amaretto', 'pineapple juice']","['1 oz ', '3/4 oz ', '1 splash ']",question Generate a cocktail with Wild Turkey Amaretto Pineapple juice answer Shake with ice and strain into a shot glass.
363,Texas Sling,alcoholic,shake,wine glass,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",https://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg,"['kahlua', 'irish cream', 'amaretto', '151 proof rum', 'cream']","['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz Bacardi ', '1 oz ']","question Generate a cocktail with Kahlua Irish cream Amaretto 151 proof rum Cream answer Blend with Ice until smooth. Serve in a tulip glass, top with whip cream."
364,Thai Coffee,non alcoholic,coffee / tea,highball glass,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",https://www.thecocktaildb.com/images/media/drink/wquwxs1441247025.jpg,"['coffee', 'coriander', 'cardamom', 'sugar', 'whipping cream', 'ice']","['6 tblsp ground', '1/4 tsp ', '4-5 whole green ', 'to taste', 'to taste', 'to taste']","question Generate a cocktail with Coffee Coriander Cardamom Sugar Whipping cream Ice answer Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away."
365,Tom Collins,alcoholic,ordinary drink,collins glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",https://www.thecocktaildb.com/images/media/drink/7cll921606854636.jpg,"['gin', 'lemon juice', 'sugar', 'club soda', 'maraschino cherry', 'orange']","['2 oz ', '1 oz ', '1 tsp superfine ', '3 oz ', '1 ', '1 ']","question Generate a cocktail with Gin Lemon juice Sugar Club soda Maraschino cherry Orange answer In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice."
366,Tomato Tang,non alcoholic,other / unknown,highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,"['tomato juice', 'lemon juice', 'celery salt']","['2 cups ', '1-2 tblsp ', '1 dash ']","question Generate a cocktail with Tomato juice Lemon juice Celery salt answer Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
367,Talos Coffee,alcoholic,coffee / tea,brandy snifter,Add your GM and then add your coffee.,https://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg,"['grand marnier', 'coffee']","['3 parts ', '1 part ']",question Generate a cocktail with Grand Marnier Coffee answer Add your GM and then add your coffee.
368,Tennesee Mud,alcoholic,coffee / tea,coffee mug,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",https://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg,"['coffee', 'jack daniels', 'amaretto', 'whipped cream']","['8 oz ', '4 oz ', '4 oz ', 'to taste']","question Generate a cocktail with Coffee Jack Daniels Amaretto Whipped cream answer Mix Coffee, Jack Daniels and Amaretto. Add Cream on top."
369,Tequila Fizz,alcoholic,ordinary drink,collins glass,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg,"['tequila', 'lemon juice', 'grenadine', 'egg white', 'ginger ale']","['2 oz ', '1 tblsp ', '3/4 oz ', '1 ', 'to taste']","question Generate a cocktail with Tequila Lemon juice Grenadine Egg white Ginger ale answer Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve."
370,Tequila Sour,alcoholic,ordinary drink,whiskey sour glass,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg,"['tequila', 'lemon', 'powdered sugar', 'lemon', 'cherry']","['2 oz ', 'Juice of 1/2 ', '1 tsp ', '1/2 slice ', '1 ']","question Generate a cocktail with Tequila Lemon Powdered sugar Lemon Cherry answer Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve."
371,Thai Iced Tea,non alcoholic,coffee / tea,highball glass,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",https://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg,"['tea', 'water', 'condensed milk', 'ice', 'mint']","['1/4 cup Thai ', '1/2 cup boiling ', '2 tsp sweetened ', 'cubes', 'garnish']","question Generate a cocktail with Tea Water Condensed milk Ice Mint answer Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings."
372,The Last Word,alcoholic,cocktail,cocktail glass,Shake with ice and strain into a cocktail glass.,https://www.thecocktaildb.com/images/media/drink/91oule1513702624.jpg,"['green chartreuse', 'maraschino liqueur', 'lime juice', 'gin']","['1 oz', '1 oz', '1 oz', '1 oz']",question Generate a cocktail with Green Chartreuse Maraschino Liqueur Lime Juice Gin answer Shake with ice and strain into a cocktail glass.
373,Turf Cocktail,alcoholic,ordinary drink,cocktail glass,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,https://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg,"['dry vermouth', 'gin', 'anis', 'bitters', 'orange peel']","['1 oz ', '1 oz ', '1/4 tsp ', '2 dashes ', 'Twist of ']",question Generate a cocktail with Dry Vermouth Gin Anis Bitters Orange peel answer Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.
374,The Laverstoke,alcoholic,cocktail,balloon glass,"1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.

2) Fully fill the glass with cubed ice and stir to chill.

3) Top with Fever-Tree Ginger Ale and gently stir again to combine.

4) Garnish with a snapped ginger slice and an awoken mint sprig.",https://www.thecocktaildb.com/images/media/drink/6xfj5t1517748412.jpg,"['gin', 'elderflower cordial', 'rosso vermouth', 'tonic water', 'lime', 'ginger', 'mint']","['50 ml', '15 ml', '15 ml', '75 ml', '2 Wedges', '1 Slice', '1 Large Sprig']","question Generate a cocktail with Gin Elderflower cordial Rosso Vermouth Tonic Water Lime Ginger Mint answer 1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.

2) Fully fill the glass with cubed ice and stir to chill.

3) Top with Fever-Tree Ginger Ale and gently stir again to combine.

4) Garnish with a snapped ginger slice and an awoken mint sprig."
375,Tequila Slammer,alcoholic,shot,hurricane glass,Mix carefully to avoid releasing the dissolved CO2.,https://www.thecocktaildb.com/images/media/drink/43uhr51551451311.jpg,"['tequila', '7-up']","['1 shot', '1 part']",question Generate a cocktail with Tequila 7-up answer Mix carefully to avoid releasing the dissolved CO2.
376,Tequila Sunrise,alcoholic,cocktail,highball glass,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",https://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg,"['tequila', 'orange juice', 'grenadine']","['2 measures ', 'to taste', 'to taste']","question Generate a cocktail with Tequila Orange juice Grenadine answer Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve."
377,The Philosopher,alcoholic,cocktail,margarita glass,"Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.",https://www.thecocktaildb.com/images/media/drink/sp8hkp1596017787.jpg,"['gin', 'melon liqueur', 'orange bitters', 'lemon juice', 'prosecco']","['1 shot', '1 shot', '1 dash', '1 dash', 'Top']","question Generate a cocktail with Gin Melon Liqueur Orange Bitters Lemon Juice Prosecco answer Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco."
378,Tuxedo Cocktail,alcoholic,ordinary drink,cocktail glass,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,https://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg,"['dry vermouth', 'gin', 'maraschino liqueur', 'anis', 'orange bitters', 'cherry']","['1 1/2 oz ', '1 1/2 oz ', '1/4 tsp ', '1/4 tsp ', '2 dashes ', '1 ']",question Generate a cocktail with Dry Vermouth Gin Maraschino liqueur Anis Orange bitters Cherry answer Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.
379,Tequila Surprise,alcoholic,shot,shot glass,Fill shot glass with Tequila. Add drops of Tobasco sauce.,https://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg,"['tequila', 'tabasco sauce']","['full glass ', 'About 8 drops ']",question Generate a cocktail with Tequila Tabasco sauce answer Fill shot glass with Tequila. Add drops of Tobasco sauce.
380,Thai Iced Coffee,non alcoholic,coffee / tea,highball glass,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",https://www.thecocktaildb.com/images/media/drink/rqpypv1441245650.jpg,"['coffee', 'sugar', 'cream', 'cardamom']","['black', 'to taste', ' pods\n', 'to taste']","question Generate a cocktail with Coffee Sugar Cream Cardamom answer Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee."
381,The Jimmy Conway,alcoholic,cocktail,whiskey sour glass,"Fill glass with ice
Pour in The Irishman and Disaronno
Fill to the top with Cranberry Juice
Garnish with a slice of lemon…Enjoy!",https://www.thecocktaildb.com/images/media/drink/wbcvyo1535794478.jpg,"['irish whiskey', 'amaretto', 'cranberry juice']","['50 ml', '50 ml', '4 oz']","question Generate a cocktail with Irish Whiskey Amaretto Cranberry Juice answer Fill glass with ice
Pour in The Irishman and Disaronno
Fill to the top with Cranberry Juice
Garnish with a slice of lemon…Enjoy!"
382,Texas Rattlesnake,alcoholic,shot,highball glass,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",https://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg,"['yukon jack', 'cherry brandy', 'southern comfort', 'sweet and sour']","['1 part ', '1/2 part ', '1 part ', '1 splash ']","question Generate a cocktail with Yukon Jack Cherry brandy Southern Comfort Sweet and sour answer Mix all ingredients and Shake well. Sweet at first, with a BITE at the end..."
383,Vesper,alcoholic,cocktail,cocktail glass,"Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",https://www.thecocktaildb.com/images/media/drink/mtdxpa1504374514.jpg,"['gin', 'vodka', 'lillet blanc']","['6 cl', '1.5 cl', '0.75 cl']","question Generate a cocktail with Gin Vodka Lillet Blanc answer Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel."
384,Victor,alcoholic,ordinary drink,cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/voapgc1492976416.jpg,"['gin', 'sweet vermouth', 'brandy']","['1 1/2 oz ', '1/2 oz ', '1/2 oz ']","question Generate a cocktail with Gin Sweet Vermouth Brandy answer Shake all ingredients with ice, strain into a cocktail glass, and serve."
